"Index","forecast","lower","upper"
"Nov 2023",4.16718595228987,4.09149068799754,4.2530764687521
"Dec 2023",4.23463243979072,4.09929261961954,4.38100235460271
"Jan 2024",4.26846916974469,4.0704245543024,4.49665109524081
"Feb 2024",4.32467497315167,4.0592567696366,4.5997737926468
"Mar 2024",4.33856468715719,4.01406004274553,4.67614217489116
"Apr 2024",4.286292443956,3.90075377846414,4.69017885947471
"May 2024",4.25938028579798,3.83093643552964,4.73283580652675
"Jun 2024",4.23204621586669,3.74520550525031,4.7557057983313
"Jul 2024",4.18362660742004,3.64901151687649,4.77263991942572
"Aug 2024",4.15264413947029,3.57002094944988,4.79326018809791
"Sep 2024",4.14599624303809,3.51743244921147,4.83597766786886
"Oct 2024",4.11571134379442,3.43935947240928,4.8565380095901
