"Index","forecast","lower","upper"
"Feb 2023",3.22287460170151,3.10357065670736,3.34217854669566
"Mar 2023",3.28308902328171,3.09029828147767,3.47587976508574
"Apr 2023",3.33423802687921,3.07526440832655,3.59321164543188
"May 2023",3.36179183791439,3.0281391420458,3.69544453378298
"Jun 2023",3.37353710388505,2.96942751950591,3.7776466882642
"Jul 2023",3.37993391535216,2.90722900437944,3.85263882632489
"Aug 2023",3.39255283624053,2.84678913506951,3.93831653741156
"Sep 2023",3.4024402157922,2.79386538737248,4.01101504421193
"Oct 2023",3.41404962972848,2.74526334612167,4.0828359133353
"Nov 2023",3.42466527951694,2.69155486239641,4.15777569663746
"Dec 2023",3.43643308588023,2.64810581186978,4.22476035989068
"Jan 2024",3.45294693974954,2.60576640810263,4.30012747139646
