"Index","forecast","lower","upper"
"Jun 2023",4.01202400342352,3.92388077023778,4.11612752711441
"Jul 2023",4.14127442239652,3.98404242670915,4.31210382596603
"Aug 2023",4.29995735888984,4.075274822123,4.54367840704343
"Sep 2023",4.44411527566415,4.15030975353656,4.75379312636346
"Oct 2023",4.53968247328915,4.17902695607886,4.93179718308494
"Nov 2023",4.64586846707878,4.2114481274458,5.12732703713708
"Dec 2023",4.74662541028163,4.24029352793442,5.30026939627501
"Jan 2024",4.84573748725,4.26836091081312,5.48056709231209
"Feb 2024",4.96413861418948,4.32197750223183,5.66769878644634
"Mar 2024",5.04443120310119,4.34431468634715,5.8180172788081
"Apr 2024",5.10024983890294,4.33837854241628,5.93356485338062
"May 2024",5.12957545431329,4.31165931907358,6.03544548763669
