"Index","forecast","lower","upper"
"Mar 2023",3.54003125279851,3.41111409808405,3.66894840751297
"Apr 2023",3.68333603557221,3.49045411401452,3.87621795712989
"May 2023",3.80605952713757,3.53909526259918,4.07302379167596
"Jun 2023",3.90145612302579,3.56747924944926,4.23543299660231
"Jul 2023",3.97517892028594,3.57071065622815,4.37964718434372
"Aug 2023",4.05065868774924,3.5702117250568,4.53110565044167
"Sep 2023",4.11121640305681,3.56508702466569,4.65734578144793
"Oct 2023",4.16864733649628,3.55966878984322,4.77762588314934
"Nov 2023",4.22634599903662,3.5502878376906,4.90240416038264
"Dec 2023",4.2775868161429,3.54386432211914,5.01130931016666
"Jan 2024",4.33299288625058,3.53753274349755,5.1284530290036
"Feb 2024",4.38467328197269,3.53644874274715,5.23289782119823
