"Index","forecast","lower","upper"
"Oct 2023",4.16687675836507,4.09296797361246,4.25395014091667
"Nov 2023",4.20017365023034,4.06659994118935,4.34852934795709
"Dec 2023",4.19738895021309,4.01802850623736,4.41876069500167
"Jan 2024",4.18146793591706,3.92794786238629,4.45177008106992
"Feb 2024",4.18503977603582,3.89114260931627,4.52489893360277
"Mar 2024",4.1962003815183,3.84542406274203,4.59008081910617
"Apr 2024",4.19478810028112,3.791866084084,4.65299942547534
"May 2024",4.19026847560287,3.7360784923126,4.69647615383182
"Jun 2024",4.20062880462932,3.70766504004382,4.76445274873126
"Jul 2024",4.17998278042346,3.64306106729991,4.80177563320601
"Aug 2024",4.20092832397143,3.62260820286641,4.86875217747106
"Sep 2024",4.19305680605096,3.5785944481497,4.90904656249147
