"Index","forecast","lower","upper"
"Nov 2022",2.72686519289357,2.6266539704432,2.82707641534395
"Dec 2022",2.97070101547108,2.80278960924389,3.13861242169826
"Jan 2023",3.19365314009083,2.95724334469674,3.43006293548492
"Feb 2023",3.40253800968,3.09398524788267,3.71109077147733
"Mar 2023",3.63132243517971,3.24496561509272,4.01767925526669
"Apr 2023",3.79014799446172,3.332603697881,4.24769229104243
"May 2023",3.85959465601778,3.33659750942382,4.38259180261175
"Jun 2023",3.88433585059029,3.2997619192186,4.46890978196198
"Jul 2023",3.90260354774901,3.26128067021602,4.543926425282
"Aug 2023",3.92438907252863,3.22876948240237,4.62000866265489
"Sep 2023",3.95767053176753,3.21014470333438,4.70519636020068
"Oct 2023",3.98285254113049,3.18567438404835,4.78003069821263
