"Index","forecast","lower","upper"
"May 2023",3.53168541234565,3.41162007681237,3.65175074787893
"Jun 2023",3.52310083684766,3.3418567147801,3.70434495891522
"Jul 2023",3.53300255081202,3.27576314493612,3.79024195668791
"Aug 2023",3.57915647175479,3.25047938333802,3.90783356017156
"Sep 2023",3.62862571276484,3.2187080792644,4.03854334626528
"Oct 2023",3.66466609581945,3.1638072052209,4.165524986418
"Nov 2023",3.70664184663839,3.12854159926414,4.28474209401265
"Dec 2023",3.77843190310917,3.12746179329012,4.42940201292822
"Jan 2024",3.86707254265316,3.14115599203201,4.5929890932743
"Feb 2024",4.00759615979259,3.22054495026678,4.7946473693184
"Mar 2024",4.09761687692972,3.25376841248329,4.94146534137615
"Apr 2024",4.15645086054087,3.25259481233382,5.06030690874791
