"Index","forecast","lower","upper"
"Mar 2024",4.31725208467547,4.23384913424837,4.40081128271731
"Apr 2024",4.24665139539517,4.10731796827192,4.3880425641208
"May 2024",4.30779083742966,4.1060300867958,4.53393043622722
"Jun 2024",4.27083470038929,3.99395844228459,4.54595391975603
"Jul 2024",4.32053968558852,3.98119386560301,4.66808699448548
"Aug 2024",4.28996653299995,3.89208510304012,4.70095707109063
"Sep 2024",4.26058065330105,3.80160928744616,4.72886778862762
"Oct 2024",4.22092514610589,3.70599616457752,4.75212800645768
"Nov 2024",4.17737947184913,3.61092337101148,4.76244291392824
"Dec 2024",4.13640359450448,3.51951315454796,4.7687145770799
"Jan 2025",4.13610150289438,3.47656548552056,4.82556712869881
"Feb 2025",4.08929560500514,3.38411413330989,4.8191210009977
