"Jun 2025",3.97693861294004,3.86251543424327,4.09358138224263
"Jul 2025",3.89140434647527,3.71111381239705,4.0803878876676
"Aug 2025",3.78230126400787,3.52888181693749,4.04092483360431
"Sep 2025",3.75599127773496,3.43996621609095,4.08459881942409
"Oct 2025",3.69930878544284,3.30814068554188,4.10395497989201
"Nov 2025",3.66811634867652,3.21340904745586,4.14761801259699
"Dec 2025",3.57153892183992,3.04703067850261,4.12223140323245
"Jan 2026",3.53396757672312,2.9425249716976,4.14410038522906
"Feb 2026",3.49519371435206,2.85085472180367,4.17294093713069
"Mar 2026",3.44117186818516,2.74159662143342,4.17843590953543
"Apr 2026",3.42008062221533,2.66713993899378,4.21411502755946
"May 2026",3.37014242716653,2.5679106633537,4.21638335685765
