"Index","forecast","lower","upper"
"Dec 2023",4.33410677970622,4.2527405179527,4.42503166985329
"Jan 2024",4.32729050612318,4.17711397545767,4.50585201842836
"Feb 2024",4.36089510539721,4.14334985096303,4.6096408067778
"Mar 2024",4.34902593403647,4.06194181007464,4.64509307860917
"Apr 2024",4.29126437935512,3.94906680881867,4.65495400137197
"May 2024",4.26093656005926,3.85731478485848,4.69419999375078
"Jun 2024",4.2296309839346,3.77465548059037,4.72843468007159
"Jul 2024",4.17891203434227,3.67128898655157,4.741808285876
"Aug 2024",4.15337766612017,3.59616013820799,4.77118827900313
"Sep 2024",4.14535901137512,3.53792405458993,4.81465845721677
"Oct 2024",4.10902301087114,3.43989857421574,4.82331767736809
"Nov 2024",4.09835270093001,3.39336453213566,4.86801093261962
