"Index","forecast","lower","upper"
"Apr 2023",3.51189572231582,3.19893074899547,3.82486069563617
"Jul 2023",3.70350445397879,3.17448903167518,4.2325198762824
"Oct 2023",3.54492409907028,2.82463807345466,4.2652101246859
"Jan 2024",3.37949231785826,2.48629747770182,4.2726871580147
