"Index","forecast","lower","upper"
"Dec 2023",4.33410677970622,4.25348299980223,4.4251010016038
"Jan 2024",4.32729050612318,4.17861964194495,4.50469708554215
"Feb 2024",4.36089510539721,4.15355445277643,4.61397994594998
"Mar 2024",4.34902593403647,4.06375788417112,4.64357500519429
"Apr 2024",4.29126437935512,3.94670384732188,4.64791838289563
"May 2024",4.26093656005926,3.85952131637368,4.69233258534108
"Jun 2024",4.2296309839346,3.77824313036369,4.72625533882875
"Jul 2024",4.17891203434227,3.66508481772656,4.73424640302152
"Aug 2024",4.15337766612017,3.59103198291263,4.76757287939171
"Sep 2024",4.14535901137512,3.53290760227596,4.81252449915643
"Oct 2024",4.10902301087114,3.44834276127582,4.83183180552291
"Nov 2024",4.09835270093001,3.39547815197398,4.87205721082484
