"Index","forecast","lower","upper"
"Aug 2023",4.23698591025182,4.16220283618713,4.33091967796036
"Sep 2023",4.38350387456261,4.24658001007945,4.5503607811257
"Oct 2023",4.52331630698217,4.30050486024139,4.74851706411377
"Nov 2023",4.59046171919486,4.31069876257888,4.86634636629675
"Dec 2023",4.65008855622201,4.32425586499947,4.99427409741516
"Jan 2024",4.67371357310743,4.29116434670224,5.08789639331514
"Feb 2024",4.72817317423527,4.30229786715433,5.21045502099567
"Mar 2024",4.78104305686703,4.29762126615691,5.30807330029685
"Apr 2024",4.8088073291638,4.2804219156035,5.4017414280678
"May 2024",4.82349848676746,4.26180941067252,5.47997051448543
"Jun 2024",4.84628257670859,4.25235880359767,5.56380631783887
"Jul 2024",4.84677319284128,4.20386383955939,5.61492698348623
