"Index","forecast","lower","upper"
"May 2023",3.53168541234564,3.41162007681236,3.65175074787891
"Jun 2023",3.52310083684766,3.3418567147801,3.70434495891522
"Jul 2023",3.53300255081203,3.27576314493614,3.79024195668793
"Aug 2023",3.57915647175484,3.25047938333808,3.9078335601716
"Sep 2023",3.62862571276492,3.21870807926449,4.03854334626535
"Oct 2023",3.66466609581956,3.16380720522102,4.16552498641811
"Nov 2023",3.70664184663851,3.12854159926426,4.28474209401277
"Dec 2023",3.77843190310931,3.12746179329025,4.42940201292837
"Jan 2024",3.86707254265332,3.14115599203216,4.59298909327448
"Feb 2024",4.00759615979282,3.22054495026698,4.79464736931866
"Mar 2024",4.09761687693003,3.25376841248356,4.9414653413765
"Apr 2024",4.15645086054128,3.25259481233419,5.06030690874837
