"Index","forecast","lower","upper"
"Jun 2023",4.01202400342352,3.92238558727362,4.11629988641668
"Jul 2023",4.14127442239652,3.98327033213445,4.31209001625989
"Aug 2023",4.29995735888984,4.07190473757521,4.54023321265191
"Sep 2023",4.44411527566415,4.14932556752218,4.75503568358188
"Oct 2023",4.53968247328915,4.16946346449669,4.92601611252708
"Nov 2023",4.64586846707878,4.20072387541362,5.11838756308276
"Dec 2023",4.74662541028163,4.2320842238819,5.29562286384582
"Jan 2024",4.84573748725,4.26087573860748,5.47621059617221
"Feb 2024",4.96413861418948,4.31849171886602,5.66663604750894
"Mar 2024",5.04443120310119,4.33985033122501,5.81661867226363
"Apr 2024",5.10024983890294,4.3341823085016,5.93137511715074
"May 2024",5.12957545431329,4.30280429450517,6.03085804209168
