"Index","forecast","lower","upper"
"Dec 2022",2.97428822501554,2.84544278490087,3.10313366513021
"Jan 2023",3.10962722675363,2.91668996169887,3.3025644918084
"Feb 2023",3.22674535228764,2.96747630109371,3.48601440348157
"Mar 2023",3.32432129527236,2.99042770360633,3.6582148869384
"Apr 2023",3.40482440869686,3.0004520592228,3.80919675817093
"May 2023",3.45472969981835,2.98175515260994,3.92770424702675
"Jun 2023",3.5078493099489,2.96187679372398,4.05382182617381
"Jul 2023",3.55202444472029,2.94321937964314,4.16082950979745
"Aug 2023",3.59348532235686,2.92451459512261,4.26245604959112
"Sep 2023",3.6397545705208,2.90645128139881,4.3730578596428
"Oct 2023",3.67560239917834,2.88703711306617,4.4641676852905
"Nov 2023",3.7101075284776,2.86872648520648,4.55148857174871
