"Index","forecast","lower","upper"
"Mar 2023",3.50696727236411,3.19389229146771,3.82004225326052
"Jun 2023",3.66849304824696,3.13952891074726,4.19745718574667
"Sep 2023",3.46768333348246,2.74771449165245,4.18765217531247
"Dec 2023",3.2896531808137,2.39754114245054,4.18176521917686
