"Index","forecast","lower","upper"
"Jan 2024",4.29110807344039,4.22040538733497,4.37600917067118
"Feb 2024",4.28685413193293,4.15549705544094,4.43422597518785
"Mar 2024",4.22403809709224,4.03653414408434,4.46129442637843
"Apr 2024",4.15847447297017,3.90352921705927,4.44167928179926
"May 2024",4.10474507671901,3.78746383137057,4.43950947083953
"Jun 2024",4.07993871986311,3.70977976788747,4.4884969169757
"Jul 2024",4.02978803513458,3.61621691686239,4.50363238423115
"Aug 2024",4.04041421439075,3.58172836797798,4.57090554300663
"Sep 2024",4.01451989323763,3.49521295581985,4.59627840120372
"Oct 2024",3.98147423658656,3.41778264406446,4.6148543965152
"Nov 2024",3.9560067878188,3.34873982138665,4.63602551378372
"Dec 2024",3.9272685983666,3.27546774690847,4.65898707006952
