"Index","forecast","lower","upper"
"Oct 2023",4.16049217435255,4.09270885509008,4.24113372007062
"Nov 2023",4.18742067234275,4.05266630224264,4.33924727907208
"Dec 2023",4.1816913906418,3.99501477595609,4.39777143210067
"Jan 2024",4.15935775542209,3.91158972062303,4.43474416352635
"Feb 2024",4.1607179675382,3.86530717530125,4.50054152143591
"Mar 2024",4.1715120630731,3.81380029356287,4.56035775475299
"Apr 2024",4.16981616840065,3.76548905043904,4.6166033733964
"May 2024",4.1644367932825,3.7102887394151,4.67449943599132
"Jun 2024",4.17419073133831,3.67752642820202,4.73798537551305
"Jul 2024",4.15121289782346,3.60069967866055,4.7621401077973
"Aug 2024",4.1715623559734,3.57778713291059,4.83051898150693
"Sep 2024",4.16244222489047,3.53335887196662,4.87007105154755
