"Index","forecast","lower","upper"
"Feb 2024",4.38772892033763,4.27919536917249,4.49626247150277
"Mar 2024",4.3558352469833,4.18326667401779,4.5284038199488
"Apr 2024",4.27679605328095,4.03740750690797,4.51618459965393
"May 2024",4.17762932305214,3.86800944722781,4.48724919887647
"Jun 2024",4.19554940825389,3.81257647277417,4.57852234373361
"Jul 2024",4.12323859975346,3.66452912084797,4.58194807865895
"Aug 2024",4.14788947281758,3.62181913284172,4.67395981279343
"Sep 2024",4.08786048592391,3.49854897501882,4.677171996829
"Oct 2024",4.03540569977241,3.3835422862746,4.68726911327022
"Nov 2024",3.97002706418371,3.26311609247351,4.6769380358939
"Dec 2024",3.90027754468466,3.14205029839668,4.65850479097263
"Jan 2025",3.84384360068919,3.03368914284709,4.6539980585313
