"Index","forecast","lower","upper"
"Nov 2023",4.1595633425785,4.08430659782901,4.24550613282726
"Dec 2023",4.21883897482215,4.08448589481961,4.36424004074929
"Jan 2024",4.23968101088734,4.04592297851003,4.4684637786746
"Feb 2024",4.29135563534554,4.02855001921712,4.56730023029492
"Mar 2024",4.26180867833653,3.93732328141851,4.59504020218577
"Apr 2024",4.2292017430604,3.84893793388552,4.63271394930207
"May 2024",4.18509839795711,3.7516500265048,4.65016064558102
"Jun 2024",4.15935031660942,3.66785372104035,4.6738230856321
"Jul 2024",4.08551760824356,3.54594268556788,4.6627707115691
"Aug 2024",4.09495797476506,3.5126078249402,4.72861842978105
"Sep 2024",4.06462960500773,3.43434312251414,4.74948752048472
"Oct 2024",4.05666247087128,3.38053392347638,4.79484415292069
