"Index","forecast","lower","upper"
"Feb 2023",3.22304249776886,3.10373381374477,3.34235118179295
"Mar 2023",3.28333110514095,3.09053447538113,3.47612773490077
"Apr 2023",3.33501855173531,3.07603427050973,3.59400283296089
"May 2023",3.36280447067803,3.02913300099466,3.69647594036139
"Jun 2023",3.37493015261178,2.97078999844997,3.77907030677359
"Jul 2023",3.38156757344107,2.90881717703447,3.85431796984767
"Aug 2023",3.39436786372917,2.84853960877007,3.94019611868827
"Sep 2023",3.4044601068991,2.79580504321684,4.01311517058135
"Oct 2023",3.41628726261121,2.74740405620957,4.08517046901286
"Nov 2023",3.42714167421391,2.69391782690362,4.1603655215242
"Dec 2023",3.43909993837599,2.6506464967264,4.22755338002558
"Jan 2024",3.4558053633498,2.60848721628363,4.30312351041596
