"Index","forecast","lower","upper"
"Mar 2024",4.31725208467547,4.23385194959243,4.40070784363593
"Apr 2024",4.24665139539517,4.10754887353828,4.38745937372547
"May 2024",4.30779083742966,4.10857492389701,4.53485234364282
"Jun 2024",4.27083470038929,4.01297636810155,4.56303007401459
"Jul 2024",4.32053968558852,3.97825154407428,4.66528552657281
"Aug 2024",4.28996653299995,3.88834292204958,4.70060718325695
"Sep 2024",4.26058065330105,3.79900319303691,4.73026155804725
"Oct 2024",4.22092514610589,3.70482892039014,4.75234695674095
"Nov 2024",4.17737947184913,3.60943341180005,4.760093430195
"Dec 2024",4.13640359450448,3.5197386349132,4.76947031964536
"Jan 2025",4.13610150289438,3.46443008014685,4.81355395347087
"Feb 2025",4.08929560500514,3.38011890900572,4.81575684578493
