"Index","forecast","lower","upper"
"Jun 2023",3.75789089001442,3.29486122699989,4.22092055302896
"Sep 2023",3.1260203755583,2.37642462556433,3.87561612555227
"Dec 2023",2.46054639622585,1.46175406656033,3.45933872589137
"Mar 2024",1.97292679045123,0.733490372975506,3.21236320792696
