"Index","forecast","lower","upper"
"Apr 2023",3.65188362877732,3.53668924085523,3.7670780166994
"May 2023",3.63139911373304,3.4413479577125,3.82145026975359
"Jun 2023",3.57983155916121,3.32344927069285,3.83621384762957
"Jul 2023",3.51450980207483,3.19063535912018,3.83838424502949
"Aug 2023",3.47538962802466,3.0713096435688,3.87946961248051
"Sep 2023",3.4568131114663,2.98252634973503,3.93109987319757
"Oct 2023",3.43315402091955,2.88425747258293,3.98205056925617
"Nov 2023",3.41033617659295,2.79729790853339,4.02337444465252
"Dec 2023",3.39446106884298,2.7197922728987,4.06912986478726
"Jan 2024",3.387195896627,2.64605373970553,4.12833805354848
"Feb 2024",3.39656046616949,2.59822212311551,4.19489880922347
"Mar 2024",3.41608779216476,2.56326569240303,4.26890989192649
